Date,State,District,Pincode,Age_0_5,Age_5_17,Age_18_greater
2/11/2025,Rajasthan,Ajmer,305628,4,3,0
2/11/2025,Rajasthan,Ajmer,305813,1,1,0
2/11/2025,Rajasthan,Ajmer,305815,1,0,0
2/11/2025,Rajasthan,Ajmer,305923,0,1,0
2/11/2025,Rajasthan,Ajmer,305926,3,1,0
1/11/2025,Rajasthan,Ajmer,305401,1,0,0
1/11/2025,Rajasthan,Ajmer,305623,2,0,0
13-11-2025,Rajasthan,Ajmer,305801,2,0,1
13-11-2025,Rajasthan,Ajmer,305802,2,0,0
13-11-2025,Rajasthan,Ajmer,305812,1,0,0
12/11/2025,Rajasthan,Ajmer,305002,0,0,1
12/11/2025,Rajasthan,Ajmer,305201,1,0,0
12/11/2025,Rajasthan,Ajmer,305207,1,0,0
12/11/2025,Rajasthan,Ajmer,305403,1,1,0
12/11/2025,Rajasthan,Ajmer,305404,1,0,0
12/11/2025,Rajasthan,Ajmer,305627,1,0,1
12/11/2025,Rajasthan,Ajmer,305628,1,0,0
12/11/2025,Rajasthan,Ajmer,305923,1,0,0
12/11/2025,Rajasthan,Ajmer,305925,1,0,1
11/11/2025,Rajasthan,Ajmer,305403,0,1,0
11/11/2025,Rajasthan,Ajmer,305407,1,1,0
11/11/2025,Rajasthan,Ajmer,305621,2,0,0
11/11/2025,Rajasthan,Ajmer,305622,1,0,0
11/11/2025,Rajasthan,Ajmer,305814,1,0,0
11/11/2025,Rajasthan,Ajmer,305815,3,0,0
11/11/2025,Rajasthan,Ajmer,305925,1,0,0
11/11/2025,Rajasthan,Ajmer,305926,5,0,0
14-11-2025,Rajasthan,Ajmer,305001,10,1,0
14-11-2025,Rajasthan,Ajmer,305621,1,1,0
14-11-2025,Rajasthan,Ajmer,305623,2,0,0
14-11-2025,Rajasthan,Ajmer,305627,0,1,0
14-11-2025,Rajasthan,Ajmer,305815,0,1,0
15-11-2025,Rajasthan,Ajmer,305005,1,1,0
15-11-2025,Rajasthan,Ajmer,305022,7,0,0
15-11-2025,Rajasthan,Ajmer,305025,1,1,0
15-11-2025,Rajasthan,Ajmer,305622,1,0,0
15-11-2025,Rajasthan,Ajmer,305623,22,10,0
15-11-2025,Rajasthan,Ajmer,305624,13,0,0
15-11-2025,Rajasthan,Ajmer,305627,1,3,0
